rut,topic,value,name
5596891,topic_5,1.3999999999999984,Estrategia de negocios
6002152,topic_1,0,Análisis financiero
6002152,topic_2,1.8000000000000032,Gestión de proyectos
6002152,topic_3,0,Sistemas e informática
6002152,topic_4,1.799999999999995,Planificación estratégica
6002152,topic_5,3.3999999999999955,Estrategia de negocios
6042739,topic_1,6.000000000000009,Análisis financiero
6042739,topic_2,0,Gestión de proyectos
6042739,topic_3,0,Sistemas e informática
6042739,topic_4,0,Planificación estratégica
6042739,topic_5,0,Estrategia de negocios
6171728,topic_1,0,Análisis financiero
6171728,topic_2,0,Gestión de proyectos
6171728,topic_3,6.799999999999996,Sistemas e informática
6171728,topic_4,1.1999999999999993,Planificación estratégica
6171728,topic_5,0,Estrategia de negocios
6345154,topic_1,0,Análisis financiero
6345154,topic_2,0,Gestión de proyectos
6345154,topic_3,0,Sistemas e informática
6345154,topic_4,0,Planificación estratégica
6345154,topic_5,2.999999999999993,Estrategia de negocios
7016376,topic_1,0,Análisis financiero
7016376,topic_2,0,Gestión de proyectos
7016376,topic_3,0,Sistemas e informática
7016376,topic_4,0,Planificación estratégica
7016376,topic_5,2.999999999999993,Estrategia de negocios
7016763,topic_1,0,Análisis financiero
7016763,topic_2,2.6000000000000063,Gestión de proyectos
7016763,topic_3,0,Sistemas e informática
7016763,topic_4,5.399999999999991,Planificación estratégica
7016763,topic_5,0,Estrategia de negocios
7036496,topic_1,9.000000000000014,Análisis financiero
7036496,topic_2,2.0000000000000027,Gestión de proyectos
7036496,topic_3,0,Sistemas e informática
7036496,topic_4,0,Planificación estratégica
7036496,topic_5,0,Estrategia de negocios
7052748,topic_1,0,Análisis financiero
7052748,topic_2,3.000000000000006,Gestión de proyectos
7052748,topic_3,0,Sistemas e informática
7052748,topic_4,0,Planificación estratégica
7052748,topic_5,0,Estrategia de negocios
7060705,topic_1,0,Análisis financiero
7060705,topic_2,7.28681512154689,Gestión de proyectos
7060705,topic_3,0,Sistemas e informática
7060705,topic_4,2.7131855766445847,Planificación estratégica
7060705,topic_5,0.9999993018085346,Estrategia de negocios
7063035,topic_1,0,Análisis financiero
7063035,topic_2,0,Gestión de proyectos
7063035,topic_3,0,Sistemas e informática
7063035,topic_4,0,Planificación estratégica
7063035,topic_5,2.999999999999993,Estrategia de negocios
7071448,topic_1,1.800000000000005,Análisis financiero
7071448,topic_2,3.400000000000007,Gestión de proyectos
7071448,topic_3,0,Sistemas e informática
7071448,topic_4,1.7999999999999954,Planificación estratégica
7071448,topic_5,0,Estrategia de negocios
7119943,topic_1,0,Análisis financiero
7119943,topic_2,3.000000000000006,Gestión de proyectos
7119943,topic_3,0,Sistemas e informática
7119943,topic_4,0,Planificación estratégica
7119943,topic_5,0,Estrategia de negocios
7208842,topic_1,0,Análisis financiero
7208842,topic_2,3.0158122411666626,Gestión de proyectos
7208842,topic_3,0,Sistemas e informática
7208842,topic_4,1.6736749923443575,Planificación estratégica
7208842,topic_5,3.310512766488976,Estrategia de negocios
7384577,topic_1,0,Análisis financiero
7384577,topic_2,3.2000000000000077,Gestión de proyectos
7384577,topic_3,0,Sistemas e informática
7384577,topic_4,1.7999999999999967,Planificación estratégica
7384577,topic_5,0,Estrategia de negocios
7479519,topic_1,0,Análisis financiero
7479519,topic_2,1.1480521137989625e-80,Gestión de proyectos
7479519,topic_3,0,Sistemas e informática
7479519,topic_4,15.999999999999975,Planificación estratégica
7479519,topic_5,0,Estrategia de negocios
7840438,topic_1,3.0000000000000044,Análisis financiero
7840438,topic_2,0,Gestión de proyectos
7840438,topic_3,0,Sistemas e informática
7840438,topic_4,0,Planificación estratégica
7840438,topic_5,0,Estrategia de negocios
7939449,topic_1,2.6000000000000063,Análisis financiero
7939449,topic_2,0,Gestión de proyectos
7939449,topic_3,0,Sistemas e informática
7939449,topic_4,5.39999999999999,Planificación estratégica
7939449,topic_5,0,Estrategia de negocios
8005774,topic_1,0,Análisis financiero
8005774,topic_2,0,Gestión de proyectos
8005774,topic_3,2.9999999999999987,Sistemas e informática
8005774,topic_4,0,Planificación estratégica
8005774,topic_5,0,Estrategia de negocios
8092225,topic_1,0,Análisis financiero
8092225,topic_2,5.556440778558004,Gestión de proyectos
8092225,topic_3,0,Sistemas e informática
8092225,topic_4,1.4435592214420039,Planificación estratégica
8092225,topic_5,0,Estrategia de negocios
8142091,topic_1,7.4000000000000155,Análisis financiero
8142091,topic_2,2.600000000000004,Gestión de proyectos
8142091,topic_3,0,Sistemas e informática
8142091,topic_4,0.9999999999999964,Planificación estratégica
8142091,topic_5,0,Estrategia de negocios
8165351,topic_1,0,Análisis financiero
8165351,topic_2,0,Gestión de proyectos
8165351,topic_3,0,Sistemas e informática
8165351,topic_4,4.9999999999999885,Planificación estratégica
8165351,topic_5,4.999999999999993,Estrategia de negocios
8271542,topic_1,0,Análisis financiero
8271542,topic_2,3.000000000000006,Gestión de proyectos
8271542,topic_3,0,Sistemas e informática
8271542,topic_4,0,Planificación estratégica
8271542,topic_5,0,Estrategia de negocios
8327398,topic_1,0,Análisis financiero
8327398,topic_2,9.00000000000002,Gestión de proyectos
8327398,topic_3,0,Sistemas e informática
8327398,topic_4,0,Planificación estratégica
8327398,topic_5,0,Estrategia de negocios
8393699,topic_1,3.400000000000009,Análisis financiero
8393699,topic_2,1.8000000000000036,Gestión de proyectos
8393699,topic_3,0,Sistemas e informática
8393699,topic_4,1.7999999999999952,Planificación estratégica
8393699,topic_5,0,Estrategia de negocios
8398287,topic_1,0,Análisis financiero
8398287,topic_2,4.153067190329121,Gestión de proyectos
8398287,topic_3,3.4469327639592398,Sistemas e informática
8398287,topic_4,1.4000000457116444,Planificación estratégica
8398287,topic_5,0,Estrategia de negocios
8513157,topic_1,0,Análisis financiero
8513157,topic_2,1.000000000000001,Gestión de proyectos
8513157,topic_3,0,Sistemas e informática
8513157,topic_4,0.9999999999999962,Planificación estratégica
8513157,topic_5,8.999999999999984,Estrategia de negocios
8576212,topic_1,3.0000000000000044,Análisis financiero
8576212,topic_2,0,Gestión de proyectos
8576212,topic_3,0,Sistemas e informática
8576212,topic_4,0,Planificación estratégica
8576212,topic_5,0,Estrategia de negocios
8577394,topic_1,3.8568681400253504,Análisis financiero
8577394,topic_2,5.286263719949329,Gestión de proyectos
8577394,topic_3,0,Sistemas e informática
8577394,topic_4,3.8568681400253313,Planificación estratégica
8577394,topic_5,0,Estrategia de negocios
8611354,topic_1,5.600000000000011,Análisis financiero
8611354,topic_2,1.4000000000000017,Gestión de proyectos
8611354,topic_3,0,Sistemas e informática
8611354,topic_4,0,Planificación estratégica
8611354,topic_5,0,Estrategia de negocios
8710554,topic_1,0,Análisis financiero
8710554,topic_2,1.0000000000000024,Gestión de proyectos
8710554,topic_3,0,Sistemas e informática
8710554,topic_4,7.399999999999983,Planificación estratégica
8710554,topic_5,2.5999999999999983,Estrategia de negocios
8802671,topic_1,0,Análisis financiero
8802671,topic_2,5.388496155147987,Gestión de proyectos
8802671,topic_3,1.611503844852025,Sistemas e informática
8802671,topic_4,0,Planificación estratégica
8802671,topic_5,0,Estrategia de negocios
8914558,topic_1,0,Análisis financiero
8914558,topic_2,0,Gestión de proyectos
8914558,topic_3,0,Sistemas e informática
8914558,topic_4,0,Planificación estratégica
8914558,topic_5,2.999999999999993,Estrategia de negocios
8956624,topic_1,0,Análisis financiero
8956624,topic_2,3.000000000000006,Gestión de proyectos
8956624,topic_3,0,Sistemas e informática
8956624,topic_4,0,Planificación estratégica
8956624,topic_5,0,Estrategia de negocios
8960588,topic_1,3.000000000000005,Análisis financiero
8960588,topic_2,0,Gestión de proyectos
8960588,topic_3,0,Sistemas e informática
8960588,topic_4,0,Planificación estratégica
8960588,topic_5,0,Estrategia de negocios
9059937,topic_1,6.800000000000013,Análisis financiero
9059937,topic_2,1.4000000000000015,Gestión de proyectos
9059937,topic_3,0,Sistemas e informática
9059937,topic_4,1.399999999999995,Planificación estratégica
9059937,topic_5,1.3999999999999981,Estrategia de negocios
9073369,topic_1,0,Análisis financiero
9073369,topic_2,3.600000000000008,Gestión de proyectos
9073369,topic_3,1.799999999999996,Sistemas e informática
9073369,topic_4,1.799999999999996,Planificación estratégica
9073369,topic_5,1.7999999999999992,Estrategia de negocios
9231240,topic_1,5.60000000000001,Análisis financiero
9231240,topic_2,0,Gestión de proyectos
9231240,topic_3,0,Sistemas e informática
9231240,topic_4,0,Planificación estratégica
9231240,topic_5,1.3999999999999975,Estrategia de negocios
9430903,topic_1,0,Análisis financiero
9430903,topic_2,3.2000000000000077,Gestión de proyectos
9430903,topic_3,0,Sistemas e informática
9430903,topic_4,1.7999999999999967,Planificación estratégica
9430903,topic_5,0,Estrategia de negocios
9455345,topic_1,0,Análisis financiero
9455345,topic_2,0,Gestión de proyectos
9455345,topic_3,0,Sistemas e informática
9455345,topic_4,4.999999999999992,Planificación estratégica
9455345,topic_5,0,Estrategia de negocios
9474254,topic_1,0,Análisis financiero
9474254,topic_2,0,Gestión de proyectos
9474254,topic_3,2.9999999999999982,Sistemas e informática
9474254,topic_4,0,Planificación estratégica
9474254,topic_5,0,Estrategia de negocios
9581495,topic_1,0,Análisis financiero
9581495,topic_2,0,Gestión de proyectos
9581495,topic_3,2.9999999999999987,Sistemas e informática
9581495,topic_4,0,Planificación estratégica
9581495,topic_5,0,Estrategia de negocios
9689522,topic_1,0,Análisis financiero
9689522,topic_2,5.090812566274703,Gestión de proyectos
9689522,topic_3,2.9091874337253065,Sistemas e informática
9689522,topic_4,0,Planificación estratégica
9689522,topic_5,0,Estrategia de negocios
9742108,topic_1,0,Análisis financiero
9742108,topic_2,8.95896447810454,Gestión de proyectos
9742108,topic_3,0,Sistemas e informática
9742108,topic_4,1.0205177609477367,Planificación estratégica
9742108,topic_5,1.0205177609477387,Estrategia de negocios
9773094,topic_1,0,Análisis financiero
9773094,topic_2,3.000000000000006,Gestión de proyectos
9773094,topic_3,0,Sistemas e informática
9773094,topic_4,0,Planificación estratégica
9773094,topic_5,0,Estrategia de negocios
9783582,topic_1,0,Análisis financiero
9783582,topic_2,3.000000000000006,Gestión de proyectos
9783582,topic_3,0,Sistemas e informática
9783582,topic_4,0,Planificación estratégica
9783582,topic_5,0,Estrategia de negocios
9896622,topic_1,0,Análisis financiero
9896622,topic_2,0,Gestión de proyectos
9896622,topic_3,8.79999999999999,Sistemas e informática
9896622,topic_4,0.7999999999999974,Planificación estratégica
9896622,topic_5,2.4000000000000012,Estrategia de negocios
9907654,topic_1,0,Análisis financiero
9907654,topic_2,5.600000000000014,Gestión de proyectos
9907654,topic_3,1.399999999999997,Sistemas e informática
9907654,topic_4,0,Planificación estratégica
9907654,topic_5,0,Estrategia de negocios
9974319,topic_1,0,Análisis financiero
9974319,topic_2,6.763800224722136,Gestión de proyectos
9974319,topic_3,0,Sistemas e informática
9974319,topic_4,1.236199775277877,Planificación estratégica
9974319,topic_5,0,Estrategia de negocios
link_1000,topic_1,5.000000000000009,Análisis financiero
link_1000,topic_2,0,Gestión de proyectos
link_1000,topic_3,0,Sistemas e informática
link_1000,topic_4,0,Planificación estratégica
link_1000,topic_5,0,Estrategia de negocios
link_101,topic_1,7.000000000000013,Análisis financiero
link_101,topic_2,0,Gestión de proyectos
link_101,topic_3,0,Sistemas e informática
link_101,topic_4,3.7999999999999896,Planificación estratégica
link_101,topic_5,2.199999999999998,Estrategia de negocios
link_1027,topic_1,1.2000000000000044,Análisis financiero
link_1027,topic_2,3.000000000000006,Gestión de proyectos
link_1027,topic_3,0,Sistemas e informática
link_1027,topic_4,6.599999999999984,Planificación estratégica
link_1027,topic_5,1.1999999999999997,Estrategia de negocios
link_1045,topic_1,11.000000000000018,Análisis financiero
link_1045,topic_2,0,Gestión de proyectos
link_1045,topic_3,0,Sistemas e informática
link_1045,topic_4,0,Planificación estratégica
link_1045,topic_5,0,Estrategia de negocios
link_1054,topic_1,0,Análisis financiero
link_1054,topic_2,3.000000000000007,Gestión de proyectos
link_1054,topic_3,0,Sistemas e informática
link_1054,topic_4,2.999999999999995,Planificación estratégica
link_1054,topic_5,0,Estrategia de negocios
link_1060,topic_1,0,Análisis financiero
link_1060,topic_2,2.400000000000003,Gestión de proyectos
link_1060,topic_3,0,Sistemas e informática
link_1060,topic_4,0,Planificación estratégica
link_1060,topic_5,6.599999999999988,Estrategia de negocios
link_1073,topic_1,0,Análisis financiero
link_1073,topic_2,3.2000000000000077,Gestión de proyectos
link_1073,topic_3,0,Sistemas e informática
link_1073,topic_4,1.7999999999999965,Planificación estratégica
link_1073,topic_5,0,Estrategia de negocios
link_1077,topic_1,0,Análisis financiero
link_1077,topic_2,6.763800224722136,Gestión de proyectos
link_1077,topic_3,0,Sistemas e informática
link_1077,topic_4,1.236199775277877,Planificación estratégica
link_1077,topic_5,0,Estrategia de negocios
link_1082,topic_1,0,Análisis financiero
link_1082,topic_2,3.000000000000006,Gestión de proyectos
link_1082,topic_3,0,Sistemas e informática
link_1082,topic_4,0,Planificación estratégica
link_1082,topic_5,0,Estrategia de negocios
link_1090,topic_1,2.600000000000005,Análisis financiero
link_1090,topic_2,0,Gestión de proyectos
link_1090,topic_3,0,Sistemas e informática
link_1090,topic_4,0.9999999999999958,Planificación estratégica
link_1090,topic_5,7.399999999999987,Estrategia de negocios
link_1107,topic_1,3.4000000000000075,Análisis financiero
link_1107,topic_2,3.4000000000000052,Gestión de proyectos
link_1107,topic_3,0,Sistemas e informática
link_1107,topic_4,1.5999999999999954,Planificación estratégica
link_1107,topic_5,1.5999999999999985,Estrategia de negocios
link_111,topic_1,4.200000000000009,Análisis financiero
link_111,topic_2,0,Gestión de proyectos
link_111,topic_3,0,Sistemas e informática
link_111,topic_4,2.7999999999999936,Planificación estratégica
link_111,topic_5,0,Estrategia de negocios
link_1112,topic_1,1.8000000000000058,Análisis financiero
link_1112,topic_2,0,Gestión de proyectos
link_1112,topic_3,1.799999999999997,Sistemas e informática
link_1112,topic_4,3.3999999999999946,Planificación estratégica
link_1112,topic_5,0,Estrategia de negocios
link_1115,topic_1,0,Análisis financiero
link_1115,topic_2,3.000000000000006,Gestión de proyectos
link_1115,topic_3,0,Sistemas e informática
link_1115,topic_4,0,Planificación estratégica
link_1115,topic_5,0,Estrategia de negocios
link_1118,topic_1,5e-324,Análisis financiero
link_1118,topic_2,8.213203700865606,Gestión de proyectos
link_1118,topic_3,3.4043516748986566,Sistemas e informática
link_1118,topic_4,7.357879451250554,Planificación estratégica
link_1118,topic_5,3.024565172985182,Estrategia de negocios
link_1119,topic_1,0,Análisis financiero
link_1119,topic_2,0,Gestión de proyectos
link_1119,topic_3,0,Sistemas e informática
link_1119,topic_4,0,Planificación estratégica
link_1119,topic_5,2.999999999999993,Estrategia de negocios
link_1146,topic_1,4.600000000000009,Análisis financiero
link_1146,topic_2,3.0000000000000044,Gestión de proyectos
link_1146,topic_3,0,Sistemas e informática
link_1146,topic_4,0,Planificación estratégica
link_1146,topic_5,1.3999999999999975,Estrategia de negocios
link_1147,topic_1,0,Análisis financiero
link_1147,topic_2,0,Gestión de proyectos
link_1147,topic_3,0,Sistemas e informática
link_1147,topic_4,0,Planificación estratégica
link_1147,topic_5,7.999999999999982,Estrategia de negocios
link_1168,topic_1,5.600000000000012,Análisis financiero
link_1168,topic_2,0,Gestión de proyectos
link_1168,topic_3,0,Sistemas e informática
link_1168,topic_4,1.399999999999996,Planificación estratégica
link_1168,topic_5,0,Estrategia de negocios
link_1169,topic_1,0,Análisis financiero
link_1169,topic_2,6.142500075303378,Gestión de proyectos
link_1169,topic_3,0,Sistemas e informática
link_1169,topic_4,1.4287499623483133,Planificación estratégica
link_1169,topic_5,1.4287499623483162,Estrategia de negocios
link_1172,topic_1,0,Análisis financiero
link_1172,topic_2,0,Gestión de proyectos
link_1172,topic_3,0,Sistemas e informática
link_1172,topic_4,0,Planificación estratégica
link_1172,topic_5,7.999999999999982,Estrategia de negocios
link_1173,topic_1,0,Análisis financiero
link_1173,topic_2,3.4000000000000066,Gestión de proyectos
link_1173,topic_3,0,Sistemas e informática
link_1173,topic_4,1.7999999999999952,Planificación estratégica
link_1173,topic_5,1.7999999999999985,Estrategia de negocios
link_1184,topic_1,0,Análisis financiero
link_1184,topic_2,0,Gestión de proyectos
link_1184,topic_3,0,Sistemas e informática
link_1184,topic_4,2.999999999999995,Planificación estratégica
link_1184,topic_5,0,Estrategia de negocios
link_1187,topic_1,4.000000000000011,Análisis financiero
link_1187,topic_2,2.200000000000003,Gestión de proyectos
link_1187,topic_3,0,Sistemas e informática
link_1187,topic_4,5.799999999999985,Planificación estratégica
link_1187,topic_5,3.999999999999994,Estrategia de negocios
link_1196,topic_1,0,Análisis financiero
link_1196,topic_2,3.883275651004044,Gestión de proyectos
link_1196,topic_3,8.516724341415582,Sistemas e informática
link_1196,topic_4,0,Planificación estratégica
link_1196,topic_5,0.600000007580376,Estrategia de negocios
link_1238,topic_1,0,Análisis financiero
link_1238,topic_2,3.000000000000006,Gestión de proyectos
link_1238,topic_3,0,Sistemas e informática
link_1238,topic_4,0,Planificación estratégica
link_1238,topic_5,0,Estrategia de negocios
link_1252,topic_1,0,Análisis financiero
link_1252,topic_2,3.4000000000000066,Gestión de proyectos
link_1252,topic_3,0,Sistemas e informática
link_1252,topic_4,1.7999999999999952,Planificación estratégica
link_1252,topic_5,1.7999999999999985,Estrategia de negocios
link_1262,topic_1,0,Análisis financiero
link_1262,topic_2,1.8000000000000036,Gestión de proyectos
link_1262,topic_3,1.7999999999999956,Sistemas e informática
link_1262,topic_4,0,Planificación estratégica
link_1262,topic_5,3.3999999999999964,Estrategia de negocios
link_1274,topic_1,0,Análisis financiero
link_1274,topic_2,4.145998954601046,Gestión de proyectos
link_1274,topic_3,0,Sistemas e informática
link_1274,topic_4,2.854001045398959,Planificación estratégica
link_1274,topic_5,0,Estrategia de negocios
link_1276,topic_1,21.999978476359768,Análisis financiero
link_1276,topic_2,0.4974171037248557,Gestión de proyectos
link_1276,topic_3,3.5026044199154107,Sistemas e informática
link_1276,topic_4,0,Planificación estratégica
link_1276,topic_5,0,Estrategia de negocios
link_1297,topic_1,10.000000000000018,Análisis financiero
link_1297,topic_2,1.0000000000000004,Gestión de proyectos
link_1297,topic_3,0,Sistemas e informática
link_1297,topic_4,0.9999999999999952,Planificación estratégica
link_1297,topic_5,0.9999999999999984,Estrategia de negocios
link_13,topic_1,0,Análisis financiero
link_13,topic_2,1.6158124781237784,Gestión de proyectos
link_13,topic_3,0,Sistemas e informática
link_13,topic_4,1.873674926827422,Planificación estratégica
link_13,topic_5,3.510512595048793,Estrategia de negocios
link_1309,topic_1,0,Análisis financiero
link_1309,topic_2,1.4000000000000015,Gestión de proyectos
link_1309,topic_3,0,Sistemas e informática
link_1309,topic_4,0,Planificación estratégica
link_1309,topic_5,5.59999999999999,Estrategia de negocios
link_1326,topic_1,0,Análisis financiero
link_1326,topic_2,3.000000000000006,Gestión de proyectos
link_1326,topic_3,0,Sistemas e informática
link_1326,topic_4,0,Planificación estratégica
link_1326,topic_5,0,Estrategia de negocios
link_1338,topic_1,2.6000000000000063,Análisis financiero
link_1338,topic_2,0,Gestión de proyectos
link_1338,topic_3,0,Sistemas e informática
link_1338,topic_4,5.39999999999999,Planificación estratégica
link_1338,topic_5,0,Estrategia de negocios
link_1360,topic_1,0,Análisis financiero
link_1360,topic_2,3.4000000000000066,Gestión de proyectos
link_1360,topic_3,0,Sistemas e informática
link_1360,topic_4,1.7999999999999958,Planificación estratégica
link_1360,topic_5,1.799999999999998,Estrategia de negocios
link_1388,topic_1,0,Análisis financiero
link_1388,topic_2,1.2312967501089727,Gestión de proyectos
link_1388,topic_3,1e-323,Sistemas e informática
link_1388,topic_4,6.821756527020779,Planificación estratégica
link_1388,topic_5,2.9469467228702335,Estrategia de negocios
link_1398,topic_1,0,Análisis financiero
link_1398,topic_2,0,Gestión de proyectos
link_1398,topic_3,0,Sistemas e informática
link_1398,topic_4,0,Planificación estratégica
link_1398,topic_5,2.999999999999993,Estrategia de negocios
link_1402,topic_1,3.2000000000000055,Análisis financiero
link_1402,topic_2,0,Gestión de proyectos
link_1402,topic_3,0,Sistemas e informática
link_1402,topic_4,0,Planificación estratégica
link_1402,topic_5,1.7999999999999965,Estrategia de negocios
link_1416,topic_1,9.80000000000002,Análisis financiero
link_1416,topic_2,5.000000000000007,Gestión de proyectos
link_1416,topic_3,0,Sistemas e informática
link_1416,topic_4,0,Planificación estratégica
link_1416,topic_5,0.1999999999999997,Estrategia de negocios
link_1454,topic_1,1.8000000000000056,Análisis financiero
link_1454,topic_2,1.8000000000000043,Gestión de proyectos
link_1454,topic_3,0,Sistemas e informática
link_1454,topic_4,3.3999999999999924,Planificación estratégica
link_1454,topic_5,0,Estrategia de negocios
link_1458,topic_1,0,Análisis financiero
link_1458,topic_2,3.000000000000006,Gestión de proyectos
link_1458,topic_3,0,Sistemas e informática
link_1458,topic_4,0,Planificación estratégica
link_1458,topic_5,0,Estrategia de negocios
link_1462,topic_1,9.542602390846259,Análisis financiero
link_1462,topic_2,6.003922250444735,Gestión de proyectos
link_1462,topic_3,0,Sistemas e informática
link_1462,topic_4,1.4534753587090312,Planificación estratégica
link_1462,topic_5,0,Estrategia de negocios
link_1478,topic_1,0,Análisis financiero
link_1478,topic_2,3.200000000000005,Gestión de proyectos
link_1478,topic_3,0,Sistemas e informática
link_1478,topic_4,0,Planificación estratégica
link_1478,topic_5,1.7999999999999974,Estrategia de negocios
link_1480,topic_1,0,Análisis financiero
link_1480,topic_2,5.200000000000007,Gestión de proyectos
link_1480,topic_3,0,Sistemas e informática
link_1480,topic_4,0,Planificación estratégica
link_1480,topic_5,3.7999999999999936,Estrategia de negocios
link_1489,topic_1,4.017469501004298,Análisis financiero
link_1489,topic_2,0,Gestión de proyectos
link_1489,topic_3,0,Sistemas e informática
link_1489,topic_4,2.982530498995705,Planificación estratégica
link_1489,topic_5,5e-324,Estrategia de negocios
link_1497,topic_1,2.267706549229867,Análisis financiero
link_1497,topic_2,0,Gestión de proyectos
link_1497,topic_3,0,Sistemas e informática
link_1497,topic_4,0,Planificación estratégica
link_1497,topic_5,7.732293450770119,Estrategia de negocios
link_1498,topic_1,2.800000000000004,Análisis financiero
link_1498,topic_2,0,Gestión de proyectos
link_1498,topic_3,0,Sistemas e informática
link_1498,topic_4,0,Planificación estratégica
link_1498,topic_5,4.199999999999991,Estrategia de negocios
link_1535,topic_1,0,Análisis financiero
link_1535,topic_2,3.1263247577960964,Gestión de proyectos
link_1535,topic_3,0,Sistemas e informática
link_1535,topic_4,1.8736752422039076,Planificación estratégica
link_1535,topic_5,0,Estrategia de negocios
link_1550,topic_1,0,Análisis financiero
link_1550,topic_2,2.5678380675176418,Gestión de proyectos
link_1550,topic_3,2.432161932482363,Sistemas e informática
link_1550,topic_4,0,Planificación estratégica
link_1550,topic_5,0,Estrategia de negocios
link_1566,topic_1,0,Análisis financiero
link_1566,topic_2,0.8279750049024751,Gestión de proyectos
link_1566,topic_3,5.391945271789683e-226,Sistemas e informática
link_1566,topic_4,1.3752184307845552,Planificación estratégica
link_1566,topic_5,10.796806564312947,Estrategia de negocios
link_1569,topic_1,0,Análisis financiero
link_1569,topic_2,7.692253164846872,Gestión de proyectos
link_1569,topic_3,5.30774683515314,Sistemas e informática
link_1569,topic_4,0,Planificación estratégica
link_1569,topic_5,5e-324,Estrategia de negocios
link_1570,topic_1,0,Análisis financiero
link_1570,topic_2,0,Gestión de proyectos
link_1570,topic_3,0.600000000000002,Sistemas e informática
link_1570,topic_4,10.199999999999978,Planificación estratégica
link_1570,topic_5,2.1999999999999984,Estrategia de negocios
link_1573,topic_1,0,Análisis financiero
link_1573,topic_2,1.8000000000000032,Gestión de proyectos
link_1573,topic_3,0,Sistemas e informática
link_1573,topic_4,1.7999999999999947,Planificación estratégica
link_1573,topic_5,3.399999999999995,Estrategia de negocios
link_1578,topic_1,0,Análisis financiero
link_1578,topic_2,0,Gestión de proyectos
link_1578,topic_3,0,Sistemas e informática
link_1578,topic_4,0,Planificación estratégica
link_1578,topic_5,2.999999999999993,Estrategia de negocios
link_1591,topic_1,0,Análisis financiero
link_1591,topic_2,1.8000000000000025,Gestión de proyectos
link_1591,topic_3,0,Sistemas e informática
link_1591,topic_4,0,Planificación estratégica
link_1591,topic_5,3.1999999999999944,Estrategia de negocios
link_1626,topic_1,3.0000000000000044,Análisis financiero
link_1626,topic_2,0,Gestión de proyectos
link_1626,topic_3,0,Sistemas e informática
link_1626,topic_4,0,Planificación estratégica
link_1626,topic_5,0,Estrategia de negocios
link_1633,topic_1,1.0000000000000033,Análisis financiero
link_1633,topic_2,1.0000000000000022,Gestión de proyectos
link_1633,topic_3,0,Sistemas e informática
link_1633,topic_4,8.199999999999982,Planificación estratégica
link_1633,topic_5,2.799999999999998,Estrategia de negocios
link_164,topic_1,0,Análisis financiero
link_164,topic_2,0,Gestión de proyectos
link_164,topic_3,4.999999999999998,Sistemas e informática
link_164,topic_4,0,Planificación estratégica
link_164,topic_5,0,Estrategia de negocios
link_1654,topic_1,5.600000000000011,Análisis financiero
link_1654,topic_2,1.4000000000000017,Gestión de proyectos
link_1654,topic_3,0,Sistemas e informática
link_1654,topic_4,0,Planificación estratégica
link_1654,topic_5,0,Estrategia de negocios
link_1657,topic_1,7.800000000000014,Análisis financiero
link_1657,topic_2,2.200000000000003,Gestión de proyectos
link_1657,topic_3,0,Sistemas e informática
link_1657,topic_4,0,Planificación estratégica
link_1657,topic_5,0,Estrategia de negocios
link_1661,topic_1,8.000000000000014,Análisis financiero
link_1661,topic_2,0,Gestión de proyectos
link_1661,topic_3,0,Sistemas e informática
link_1661,topic_4,0,Planificación estratégica
link_1661,topic_5,0,Estrategia de negocios
link_1662,topic_1,1.8000000000000038,Análisis financiero
link_1662,topic_2,3.2000000000000055,Gestión de proyectos
link_1662,topic_3,0,Sistemas e informática
link_1662,topic_4,0,Planificación estratégica
link_1662,topic_5,0,Estrategia de negocios
link_1665,topic_1,19.000000000000032,Análisis financiero
link_1665,topic_2,0,Gestión de proyectos
link_1665,topic_3,0,Sistemas e informática
link_1665,topic_4,0,Planificación estratégica
link_1665,topic_5,0,Estrategia de negocios
link_1675,topic_1,0,Análisis financiero
link_1675,topic_2,2.8000000000000043,Gestión de proyectos
link_1675,topic_3,0,Sistemas e informática
link_1675,topic_4,0,Planificación estratégica
link_1675,topic_5,4.199999999999992,Estrategia de negocios
link_1687,topic_1,0,Análisis financiero
link_1687,topic_2,0,Gestión de proyectos
link_1687,topic_3,0,Sistemas e informática
link_1687,topic_4,0,Planificación estratégica
link_1687,topic_5,2.999999999999993,Estrategia de negocios
link_1690,topic_1,6.3703294311358745,Análisis financiero
link_1690,topic_2,1.1081269111875534,Gestión de proyectos
link_1690,topic_3,0,Sistemas e informática
link_1690,topic_4,4.5215436576765775,Planificación estratégica
link_1690,topic_5,1.1755748275703643e-230,Estrategia de negocios
link_1692,topic_1,5.000000000000009,Análisis financiero
link_1692,topic_2,0,Gestión de proyectos
link_1692,topic_3,0,Sistemas e informática
link_1692,topic_4,0,Planificación estratégica
link_1692,topic_5,0,Estrategia de negocios
link_1693,topic_1,2.400000000000006,Análisis financiero
link_1693,topic_2,0,Gestión de proyectos
link_1693,topic_3,0,Sistemas e informática
link_1693,topic_4,6.599999999999987,Planificación estratégica
link_1693,topic_5,0,Estrategia de negocios
link_1701,topic_1,0,Análisis financiero
link_1701,topic_2,0.6000000000000005,Gestión de proyectos
link_1701,topic_3,11.799999999999995,Sistemas e informática
link_1701,topic_4,0.5999999999999972,Planificación estratégica
link_1701,topic_5,0,Estrategia de negocios
link_1713,topic_1,0,Análisis financiero
link_1713,topic_2,3.000000000000007,Gestión de proyectos
link_1713,topic_3,0,Sistemas e informática
